OrderNo,ItemNo,Quantity
D0757,P0756,8
D0757,P1117,17
D0757,P1353,15
D0757,P1381,30
D0758,P0016,26
D0758,P0027,15
D0758,P0029,26
D0758,P0049,19
D0758,P0155,29
D0758,P0219,26
D0758,P0299,10
D0758,P0453,3
D0758,P0461,11
D0758,P0557,12
D0758,P0581,26
D0758,P0759,11
D0758,P0863,8
D0758,P0904,22
D0758,P0917,23
D0758,P0941,27
D0758,P0970,26
D0758,P0986,20
D0758,P0989,12
D0758,P1045,11
D0758,P1365,26
D0758,P1401,26
D0758,P1609,29
D0758,P1683,25
D0758,P1790,14
D0759,P0132,19
D0759,P0239,7
D0759,P0291,16
D0759,P0424,27
D0759,P0457,9
D0759,P0458,5
D0759,P0515,14
D0759,P0664,3
D0759,P0718,16
D0759,P0982,30
D0759,P1446,28
D0759,P1573,8
D0759,P1872,20
D0759,P1903,10
D0760,P0097,26
D0760,P0380,8
D0760,P0629,14
D0760,P0647,25
D0760,P0813,26
D0760,P1106,19
D0760,P1121,9
D0760,P1133,30
D0760,P1253,17
D0760,P1255,27
D0760,P1270,16
D0760,P1321,21
D0760,P1353,18
D0760,P1391,18
D0760,P1454,4
D0760,P1465,7
D0760,P1486,15
D0760,P1528,9
D0760,P1664,20
D0760,P1674,17
D0761,P0174,20
D0761,P0302,11
D0761,P0331,3
D0761,P0430,20
D0761,P0464,10
D0761,P0512,24
D0761,P0570,22
D0761,P0707,9
D0761,P0750,12
D0761,P0807,10
D0761,P0880,16
D0761,P0926,16
D0761,P0933,8
D0761,P0968,5
D0761,P0969,15
D0761,P0978,15
D0761,P1009,8
D0761,P1060,18
D0761,P1113,22
D0761,P1139,17
D0761,P1210,30
D0761,P1244,16
D0761,P1257,27
D0761,P1288,21
D0761,P1341,13
D0761,P1467,22
D0761,P1502,6
D0761,P1515,29
D0761,P1687,14
D0761,P1795,30
D0762,P0073,9
D0762,P0201,8
D0762,P0280,29
D0762,P0285,10
D0762,P0399,6
D0762,P0529,13
D0762,P0533,8
D0762,P0570,7
D0762,P0585,24
D0762,P0683,23
D0762,P0715,9
D0762,P0717,14
D0762,P0800,8
D0762,P1039,14
D0762,P1090,6
D0762,P1095,5
D0762,P1138,17
D0762,P1200,29
D0762,P1239,11
D0762,P1514,9
D0762,P1732,4
D0763,P0062,25
D0763,P0112,7
D0763,P0362,3
D0763,P0370,9
D0763,P0429,10
D0763,P0520,25
D0763,P0705,18
D0763,P0736,29
D0763,P0737,15
D0763,P0759,6
D0763,P0810,26
D0763,P0981,10
D0763,P0985,21
D0763,P1050,15
D0763,P1062,23
D0763,P1199,13
D0763,P1375,22
D0763,P1537,21
D0763,P1596,21
D0763,P1619,3
D0763,P1631,6
D0763,P1663,23
D0763,P1686,26
D0763,P1788,22
D0764,P0054,21
D0764,P0305,4
D0764,P0384,18
D0764,P0394,3
D0764,P0515,10
D0764,P0555,25
D0764,P0613,16
D0764,P0656,14
D0764,P0797,23
D0764,P0933,30
D0764,P0974,24
D0764,P1281,7
D0764,P1394,28
D0764,P1712,14
D0764,P1751,4
D0764,P1774,23
D0764,P1802,14
D0765,P0070,17
D0765,P0071,12
D0765,P0140,23
D0765,P0155,29
D0765,P0216,30
D0765,P0261,11
D0765,P0375,8
D0765,P0515,27
D0765,P0527,18
D0765,P0550,16
D0765,P0643,22
D0765,P0779,29
D0765,P0781,8
D0765,P0911,19
D0765,P0925,15
D0765,P0960,26
D0765,P0992,23
D0765,P1009,11
D0765,P1280,13
D0765,P1607,23
D0765,P1654,18
D0765,P1694,25
D0765,P1748,26
D0765,P1763,12
D0765,P1816,29
D0765,P1878,23
D0766,P0105,7
D0766,P0106,17
D0766,P0255,25
D0766,P0297,9
D0766,P0461,9
D0766,P0516,18
D0766,P0545,3
D0766,P0588,28
D0766,P0620,11
D0766,P0849,16
D0766,P0859,9
D0766,P0904,14
D0766,P0911,9
D0766,P0943,4
D0766,P1020,29
D0766,P1075,29
D0766,P1076,13
D0766,P1120,8
D0766,P1133,28
D0766,P1253,5
D0766,P1286,21
D0766,P1293,9
D0766,P1343,4
D0766,P1368,13
D0766,P1380,15
D0766,P1530,22
D0766,P1606,15
D0766,P1650,3
D0766,P1741,19
D0767,P0005,27
D0767,P0049,28
D0767,P0200,16
D0767,P0238,19
D0767,P0256,9
D0767,P0261,19
D0767,P0290,25
D0767,P0326,5
D0767,P0402,20
D0767,P0405,30
D0767,P0546,10
D0767,P0548,11
D0767,P0565,3
D0767,P0598,25
D0767,P0606,29
D0767,P0607,14
D0767,P0621,19
D0767,P0819,6
D0767,P0976,15
D0767,P1092,9
D0767,P1093,27
D0767,P1115,10
D0767,P1132,7
D0767,P1153,29
D0767,P1176,6
D0767,P1177,21
D0767,P1236,9
D0767,P1255,13
D0767,P1257,13
D0767,P1354,28
D0767,P1362,3
D0767,P1365,3
D0767,P1368,21
D0767,P1626,5
D0767,P1642,10
D0767,P1688,15
D0767,P1775,19
D0767,P1802,20
D0767,P1819,30
D0768,P0002,13
D0768,P0105,24
D0768,P0175,15
D0768,P0188,19
D0768,P0275,24
D0768,P0379,4
D0768,P0427,5
D0768,P0491,8
D0768,P0515,17
D0768,P0565,16
D0768,P0754,28
D0768,P0817,28
D0768,P1189,12
D0768,P1253,23
D0768,P1256,12
D0768,P1287,16
D0768,P1302,23
D0768,P1311,5
D0768,P1316,18
D0768,P1361,25
D0768,P1393,23
D0768,P1419,27
D0768,P1628,9
D0768,P1648,14
D0769,P0109,3
D0769,P0179,13
D0769,P0193,28
D0769,P0297,17
D0769,P0513,10
D0769,P0620,11
D0769,P0670,25
D0769,P0803,11
D0769,P0820,7
D0769,P0859,12
D0769,P0921,29
D0769,P0948,5
D0769,P1056,26
D0769,P1192,15
D0769,P1293,18
D0769,P1316,15
D0769,P1325,4
D0769,P1343,23
D0769,P1356,5
D0769,P1453,15
D0769,P1606,25
D0769,P1756,20
D0769,P1780,3
D0769,P1784,18
D0769,P1816,29
D0769,P1839,19
D0770,P0049,7
D0770,P0143,13
D0770,P0147,7
D0770,P0396,26
D0770,P0398,29
D0770,P0568,17
D0770,P0569,17
D0770,P0615,6
D0770,P0703,25
D0770,P0704,26
D0770,P0715,11
D0770,P0852,12
D0770,P0920,28
D0770,P1042,8
D0770,P1097,15
D0770,P1129,14
D0770,P1179,30
D0770,P1206,19
D0770,P1211,19
D0770,P1220,10
D0770,P1302,14
D0770,P1303,30
D0770,P1311,16
D0770,P1316,9
D0770,P1584,20
D0770,P1594,4
D0770,P1605,17
D0770,P1610,24
D0770,P1689,6
D0770,P1803,13
D0771,P0074,14
D0771,P1130,12
D0771,P1163,19
D0771,P1681,9
D0771,P1682,24
D0771,P1698,4
D0771,P1715,5
D0771,P1912,23
D0771,P1921,12
D0772,P0007,30
D0772,P0110,9
D0772,P0613,25
D0772,P0666,14
D0772,P0697,4
D0772,P0853,4
D0772,P0880,15
D0772,P0948,15
D0772,P0952,5
D0772,P1097,21
D0772,P1111,15
D0772,P1168,23
D0772,P1193,13
D0772,P1314,26
D0772,P1355,19
D0772,P1787,25
D0772,P1867,17
D0772,P1918,19
D0773,P0397,15
D0773,P0532,11
D0773,P0827,16
D0773,P0936,10
D0773,P0937,13
D0773,P1054,15
D0773,P1172,6
D0774,P0156,5
D0774,P0430,3
D0774,P0549,25
D0774,P0678,30
D0774,P0747,8
D0774,P0968,25
D0774,P1050,3
D0774,P1060,27
D0774,P1063,26
D0774,P1098,25
D0774,P1099,14
D0774,P1143,22
D0774,P1209,29
D0774,P1229,26
D0774,P1264,11
D0774,P1371,19
D0774,P1405,27
D0774,P1469,9
D0774,P1514,21
D0774,P1596,21
D0774,P1787,29
D0775,P0227,21
D0775,P0285,20
D0775,P0302,16
D0775,P0343,18
D0775,P0450,11
D0775,P0453,15
D0775,P0662,22
D0775,P0673,30
D0775,P0740,17
D0775,P0758,16
D0775,P0916,7
D0775,P0941,12
D0775,P0978,14
D0775,P1045,15
D0775,P1052,15
D0775,P1160,28
D0775,P1589,4
D0775,P1592,13
D0775,P1613,21
D0775,P1673,14
D0776,P0047,6
D0776,P0209,8
D0776,P0303,17
D0776,P0307,23
D0776,P0374,6
D0776,P0684,12
D0776,P0842,10
D0776,P1011,18
D0776,P1098,18
D0776,P1187,6
D0776,P1253,12
D0776,P1257,12
D0776,P1263,20
D0776,P1271,18
D0776,P1571,25
D0776,P1645,22
D0776,P1708,7
D0777,P0298,15
D0777,P0742,14
D0777,P0922,13
D0777,P1050,13
D0777,P1356,18
D0777,P1358,17
D0777,P1733,21
D0777,P1799,7
D0778,P0020,9
D0778,P0228,20
D0778,P0232,8
D0778,P0412,11
D0778,P0555,18
D0778,P0566,4
D0778,P0617,16
D0778,P0819,21
D0778,P1026,11
D0778,P1052,8
D0778,P1186,23
D0778,P1328,9
D0778,P1414,17
D0778,P1563,28
D0778,P1565,12
D0778,P1590,25
D0779,P0285,4
D0779,P0404,25
D0779,P0429,10
D0779,P0515,15
D0779,P0736,7
D0779,P0744,3
D0779,P0909,23
D0779,P0994,13
D0779,P1144,7
D0779,P1253,4
D0779,P1254,7
D0779,P1373,17
D0779,P1479,11
D0779,P1861,7
D0780,P0062,17
D0780,P0182,6
D0780,P0433,22
D0780,P0507,26
D0780,P0519,3
D0780,P0536,20
D0780,P0654,16
D0780,P0707,3
D0780,P0811,29
D0780,P0819,27
D0780,P0821,6
D0780,P0948,27
D0780,P0999,11
D0780,P1047,16
D0780,P1083,25
D0780,P1091,28
D0780,P1165,9
D0780,P1237,13
D0780,P1254,15
D0780,P1277,17
D0780,P1305,13
D0780,P1320,15
D0780,P1417,4
D0780,P1482,21
D0780,P1519,26
D0780,P1560,13
D0780,P1674,19
D0780,P1776,8
D0780,P1781,30
D0780,P1818,7
D0780,P1834,28
D0781,P0063,10
D0781,P0126,12
D0781,P0282,22
D0781,P0304,10
D0781,P0358,29
D0781,P0569,16
D0781,P0601,20
D0781,P0684,28
D0781,P0714,10
D0781,P0737,19
D0781,P0751,28
D0781,P0808,15
D0781,P0877,22
D0781,P0879,6
D0781,P0890,10
D0781,P0893,20
D0781,P0906,30
D0781,P0911,30
D0781,P0920,25
D0781,P0927,18
D0781,P1046,30
D0781,P1050,10
D0781,P1109,3
D0781,P1204,8
D0781,P1252,29
D0781,P1431,11
D0781,P1474,3
D0782,P0065,18
D0782,P0068,18
D0782,P0105,23
D0782,P0201,12
D0782,P0229,11
D0782,P0259,9
D0782,P0486,7
D0782,P0499,3
D0782,P0539,7
D0782,P0556,5
D0782,P0600,20
D0782,P0609,11
D0782,P0821,16
D0782,P0832,13
D0782,P0882,4
D0782,P0910,9
D0782,P0926,5
D0782,P0944,15
D0782,P0962,26
D0782,P1009,28
D0782,P1012,22
D0782,P1096,15
D0782,P1147,12
D0782,P1217,29
D0782,P1218,6
D0782,P1484,17
D0782,P1593,11
D0782,P1636,27
D0782,P1672,28
D0782,P1687,20
D0782,P1765,22
D0783,P0106,5
D0783,P0497,13
D0783,P0536,14
D0783,P0570,30
D0783,P0589,15
D0783,P0703,24
D0783,P1096,19
D0783,P1183,11
D0783,P1239,6
D0783,P1255,15
D0783,P1343,3
D0783,P1453,9
D0783,P1606,4
D0784,P0049,13
D0784,P0380,28
D0784,P0411,14
D0784,P0591,7
D0784,P0606,17
D0784,P0608,12
D0784,P0634,15
D0784,P0693,25
D0784,P0714,25
D0784,P0738,6
D0784,P0743,17
D0784,P1252,15
D0784,P1326,23
D0784,P1488,9
D0784,P1559,4
D0784,P1661,29
D0784,P1802,29
D0784,P1826,16
D0785,P0119,14
D0785,P0177,11
D0785,P0181,16
D0785,P0527,30
D0785,P0549,24
D0785,P0570,8
D0785,P0747,28
D0785,P0928,10
D0785,P0978,12
D0785,P1009,24
D0785,P1056,18
D0785,P1061,30
D0785,P1091,4
D0785,P1098,20
D0785,P1099,13
D0785,P1124,6
D0785,P1209,18
D0785,P1253,22
D0785,P1342,3
D0785,P1360,21
D0785,P1371,17
D0785,P1412,24
D0785,P1490,29
D0785,P1609,23
D0785,P1669,7
D0785,P1787,15
D0785,P1855,22
D0786,P0009,15
D0786,P0130,11
D0786,P0426,17
D0786,P0555,3
D0786,P0761,6
D0786,P0920,9
D0786,P1091,15
D0786,P1130,19
D0786,P1687,29
D0787,P0006,6
D0787,P0016,19
D0787,P0028,7
D0787,P0111,19
D0787,P0209,29
D0787,P0304,5
D0787,P0306,12
D0787,P0463,4
D0787,P0500,27
D0787,P0630,9
D0787,P0662,3
D0787,P0673,17
D0787,P0812,21
D0787,P0816,15
D0787,P0916,15
D0787,P0962,3
D0787,P0981,15
D0787,P1045,4
D0787,P1565,3
D0787,P1673,14
D0787,P1678,19
D0787,P1686,21
D0787,P1839,3
D0788,P0017,15
D0788,P0101,16
D0788,P0283,4
D0788,P0340,14
D0788,P0492,17
D0788,P0638,9
D0788,P0676,5
D0788,P0773,18
D0788,P0910,11
D0788,P1009,18
D0788,P1039,3
D0788,P1138,19
D0788,P1141,3
D0788,P1145,14
D0788,P1239,19
D0788,P1356,14
D0788,P1373,25
D0788,P1374,13
D0788,P1407,23
D0788,P1602,9
D0788,P1797,26
D0788,P1798,29
D0789,P0006,22
D0789,P0016,4
D0789,P0026,27
D0789,P0027,3
D0789,P0049,14
D0789,P0050,12
D0789,P0060,17
D0789,P0231,3
D0789,P0293,12
D0789,P0299,18
D0789,P0304,27
D0789,P0500,18
D0789,P0581,21
D0789,P0630,18
D0789,P0648,10
D0789,P0759,18
D0789,P0952,20
D0789,P0957,8
D0789,P0967,9
D0789,P0987,20
D0789,P1023,12
D0789,P1380,8
D0789,P1443,10
D0789,P1482,18
D0789,P1791,14
D0789,P1792,23
D0790,P0062,13
D0790,P0063,30
D0790,P0155,30
D0790,P0181,16
D0790,P0303,9
D0790,P0449,26
D0790,P0497,23
D0790,P0498,21
D0790,P0541,17
D0790,P0719,26
D0790,P0783,25
D0790,P1225,7
D0790,P1277,12
D0790,P1280,7
D0790,P1282,11
D0790,P1316,7
D0790,P1352,24
D0790,P1361,27
D0790,P1364,12
D0790,P1694,18
D0790,P1734,26
D0790,P1820,10
D0790,P1827,17
D0790,P1839,21
D0791,P0179,18
D0791,P0190,20
D0791,P0255,27
D0791,P0276,5
D0791,P0298,20
D0791,P0380,22
D0791,P0431,23
D0791,P0496,20
D0791,P0565,19
D0791,P0567,20
D0791,P0616,20
D0791,P0812,4
D0791,P0862,25
D0791,P0989,25
D0791,P1006,26
D0791,P1111,16
D0791,P1182,28
D0791,P1373,13
D0791,P1645,13
D0791,P1703,20
D0791,P1721,4
D0791,P1940,28
D0792,P0022,18
D0792,P0137,20
D0792,P0268,4
D0792,P0302,9
D0792,P0406,14
D0792,P0449,22
D0792,P0589,15
D0792,P0598,26
D0792,P0756,23
D0792,P0855,19
D0792,P1066,6
D0792,P1103,15
D0792,P1156,4
D0792,P1236,16
D0792,P1584,13
D0792,P1626,6
D0792,P1641,18
D0792,P1687,10
D0792,P1750,19
D0792,P1770,17
D0793,P0145,11
D0793,P0166,24
D0793,P0352,5
D0793,P0379,4
D0793,P0509,10
D0793,P0515,26
D0793,P0538,29
D0793,P0757,11
D0793,P0800,13
D0793,P0840,16
D0793,P0873,10
D0793,P0877,27
D0793,P1009,23
D0793,P1121,17
D0793,P1227,28
D0793,P1237,18
D0793,P1589,23
D0793,P1614,25
D0793,P1868,24
D0794,P0025,26
D0794,P0340,22
D0794,P0411,10
D0794,P0414,9
D0794,P0417,21
D0794,P0491,28
D0794,P0565,29
D0794,P0767,4
D0794,P0802,4
D0794,P0805,30
D0794,P0822,25
D0794,P0880,7
D0794,P0987,14
D0794,P1020,28
D0794,P1022,9
D0794,P1041,19
D0794,P1113,27
D0794,P1230,21
D0794,P1256,23
D0794,P1263,16
D0794,P1264,9
D0794,P1277,23
D0794,P1366,17
D0794,P1446,22
D0794,P1641,30
D0794,P1657,24
D0795,P0125,6
D0795,P0145,24
D0795,P0302,12
D0795,P0322,5
D0795,P0371,13
D0795,P0615,20
D0795,P0911,21
D0795,P0920,6
D0795,P0967,20
D0795,P1335,11
D0795,P1363,25
D0795,P1395,10
D0795,P1466,4
D0795,P1837,7
D0796,P0118,29
D0796,P0165,24
D0796,P0379,13
D0796,P0399,5
D0796,P0496,4
D0796,P0500,25
D0796,P0802,3
D0796,P0873,15
D0796,P0924,5
D0796,P1020,14
D0796,P1059,23
D0796,P1227,18
D0796,P1611,17
D0796,P1685,16
D0796,P1755,18
D0796,P1794,10
D0797,P0175,24
D0797,P0189,30
D0797,P0292,3
D0797,P0548,3
D0797,P0666,14
D0797,P0711,21
D0797,P0846,29
D0797,P1012,12
D0797,P1247,9
D0797,P1302,21
D0797,P1336,7
D0797,P1349,9
D0797,P1420,21
D0797,P1435,29
D0797,P1500,5
D0798,P0046,26
D0798,P0088,22
D0798,P0228,28
D0798,P0352,4
D0798,P0379,19
D0798,P0432,29
D0798,P0511,17
D0798,P0555,3
D0798,P0570,7
D0798,P0617,5
D0798,P0670,11
D0798,P0708,8
D0798,P0927,9
D0798,P1052,25
D0798,P1242,10
D0798,P1282,24
D0798,P1308,18
D0798,P1383,4
D0798,P1816,7
D0798,P1834,26
D0799,P0143,30
D0799,P0232,9
D0799,P0526,20
D0799,P0612,25
D0799,P0670,23
D0799,P0780,26
D0799,P0810,16
D0799,P0853,6
D0799,P0873,12
D0799,P0911,23
D0799,P0933,18
D0799,P0954,26
D0799,P1034,5
D0799,P1049,22
D0799,P1054,3
D0799,P1072,30
D0799,P1143,24
D0799,P1315,10
D0799,P1316,28
D0799,P1401,5
D0799,P1594,27
D0799,P1756,18
D0799,P1816,15
D0799,P1836,26
D0800,P0449,15
D0800,P1586,15
D0801,P0093,8
D0801,P0266,12
D0801,P0413,13
D0801,P0631,10
D0801,P0690,8
D0801,P0807,29
D0801,P0809,22
D0801,P1082,12
D0801,P1563,19
D0801,P1618,25
D0801,P1685,24
D0801,P1736,20
D0802,P0344,22
D0802,P0517,25
D0802,P0576,14
D0802,P0740,30
D0802,P1091,23
D0802,P1095,28
D0802,P1143,29
D0802,P1184,5
D0802,P1476,21
D0802,P1478,30
D0802,P1514,19
D0802,P1603,21
D0802,P1609,7
D0802,P1611,6
D0802,P1639,24
D0802,P1815,7
D0802,P1827,30
D0802,P1830,13
D0803,P0004,23
D0803,P0014,25
D0803,P0023,14
D0803,P0110,14
D0803,P0115,9
D0803,P0125,6
D0803,P0154,10
D0803,P0165,5
D0803,P0195,11
D0803,P0258,18
D0803,P0259,18
D0803,P0357,28
D0803,P0428,8
D0803,P0429,9
D0803,P0430,18
D0803,P0549,20
D0803,P0566,5
D0803,P0610,25
D0803,P0724,13
D0803,P0880,30
D0803,P0991,25
D0803,P1097,5
D0803,P1122,27
D0803,P1164,29
D0803,P1259,8
D0803,P1289,14
D0803,P1331,12
D0803,P1439,19
D0803,P1545,6
D0803,P1551,7
D0803,P1558,6
D0803,P1661,23
D0803,P1675,13
D0803,P1794,23
D0803,P1809,12
D0803,P1885,8
D0803,P1901,15
D0804,P0017,19
D0804,P0224,6
D0804,P0447,15
D0804,P0458,30
D0804,P0784,4
D0804,P0903,12
D0804,P1046,30
D0804,P1089,11
D0804,P1090,28
D0804,P1407,11
D0804,P1576,28
D0804,P1668,28
D0804,P1910,11
D0805,P0090,29
D0805,P0097,28
D0805,P0191,8
D0805,P0398,29
D0805,P0469,24
D0805,P0570,18
D0805,P0760,14
D0805,P0852,12
D0805,P0883,23
D0805,P0958,20
D0805,P1028,28
D0805,P1178,8
D0805,P1282,10
D0805,P1303,18
D0805,P1311,17
D0805,P1357,7
D0805,P1826,5
D0806,P0065,6
D0806,P0291,10
D0806,P0337,7
D0806,P0402,30
D0806,P0434,7
D0806,P0435,19
D0806,P0496,17
D0806,P0519,29
D0806,P0532,29
D0806,P0555,14
D0806,P0563,10
D0806,P0610,28
D0806,P0711,5
D0806,P0820,21
D0806,P0832,13
D0806,P0853,30
D0806,P0925,21
D0806,P1052,6
D0806,P1083,28
D0806,P1237,15
D0806,P1280,24
D0806,P1281,12
D0806,P1426,26
D0806,P1432,6
D0806,P1560,15
D0806,P1594,24
D0806,P1608,28
D0806,P1635,16
D0806,P1763,30
D0806,P1834,17
D0806,P1940,9
D0807,P0008,11
D0807,P0049,9
D0807,P0143,15
D0807,P0155,5
D0807,P0201,25
D0807,P0236,19
D0807,P0362,17
D0807,P0411,29
D0807,P0463,26
D0807,P0464,12
D0807,P0610,18
D0807,P0639,17
D0807,P0718,22
D0807,P0760,29
D0807,P0768,13
D0807,P0853,11
D0807,P0868,3
D0807,P1029,13
D0807,P1046,25
D0807,P1189,25
D0807,P1220,30
D0807,P1276,16
D0807,P1278,19
D0807,P1302,12
D0807,P1568,20
D0807,P1589,22
D0807,P1654,4
D0807,P1730,19
D0807,P1776,5
D0807,P1940,10
D0808,P0035,17
D0808,P0079,22
D0808,P0210,22
D0808,P0548,6
D0808,P0674,8
D0808,P0909,27
D0808,P0938,16
D0808,P0950,28
D0808,P0962,26
D0808,P1052,12
D0808,P1137,26
D0808,P1244,24
D0808,P1245,30
D0808,P1277,13
D0808,P1316,25
D0808,P1321,9
D0808,P1383,7
D0808,P1406,30
D0808,P1525,22
D0808,P1728,11
D0809,P0178,5
D0809,P0181,8
D0809,P0441,12
D0809,P0624,14
D0809,P0707,16
D0809,P0738,20
D0809,P0969,8
D0809,P1105,9
D0809,P1276,8
D0809,P1686,25
D0810,P0049,10
D0810,P0239,15
D0810,P0264,29
D0810,P0279,11
D0810,P0282,22
D0810,P0351,18
D0810,P0430,18
D0810,P0585,13
D0810,P0727,23
D0810,P0841,12
D0810,P0848,11
D0810,P0870,10
D0810,P0877,25
D0810,P1005,23
D0810,P1067,16
D0810,P1110,22
D0811,P0029,12
D0811,P0063,13
D0811,P0111,18
D0811,P0227,9
D0811,P0285,23
D0811,P0343,24
D0811,P0428,11
D0811,P0453,12
D0811,P0466,8
D0811,P0662,14
D0811,P0701,18
D0811,P0740,22
D0811,P0759,6
D0811,P0975,28
D0811,P0978,25
D0811,P1250,30
D0811,P1589,16
D0811,P1607,20
D0811,P1613,9
D0811,P1678,7
D0812,P0062,27
D0812,P0064,3
D0812,P0101,10
D0812,P0192,25
D0812,P0381,17
D0812,P0429,15
D0812,P0486,24
D0812,P0641,27
D0812,P0707,23
D0812,P0755,26
D0812,P0856,6
D0812,P0889,28
D0812,P0969,23
D0812,P0972,6
D0812,P1054,9
D0812,P1070,15
D0812,P1098,4
D0812,P1102,17
D0812,P1115,15
D0812,P1121,5
D0812,P1180,21
D0812,P1216,10
D0812,P1288,8
D0812,P1776,21
D0812,P1807,28
D0813,P0291,4
D0813,P0433,22
D0813,P0484,5
D0813,P0491,27
D0813,P0539,5
D0813,P0555,28
D0813,P0638,16
D0813,P0737,24
D0813,P0761,22
D0813,P0816,16
D0813,P0836,4
D0813,P0851,24
D0813,P0962,8
D0813,P0998,19
D0813,P1190,8
D0813,P1202,15
D0813,P1288,11
D0813,P1305,8
D0813,P1432,29
D0813,P1538,16
D0813,P1668,14
D0813,P1674,15
D0813,P1756,5
D0813,P1791,28
D0814,P0337,7
D0814,P0587,14
D0814,P0643,19
D0814,P0856,20
D0814,P1057,20
D0814,P1227,20
D0814,P1255,26
D0814,P1351,10
D0814,P1398,11
D0814,P1400,17
D0814,P1637,26
D0814,P1741,17
D0815,P0064,20
D0815,P0172,14
D0815,P0181,16
D0815,P0210,30
D0815,P0255,17
D0815,P0305,4
D0815,P0343,23
D0815,P0548,20
D0815,P0553,26
D0815,P0610,15
D0815,P0616,11
D0815,P0636,27
D0815,P0642,6
D0815,P0736,20
D0815,P0812,18
D0815,P0824,6
D0815,P0849,18
D0815,P0929,11
D0815,P1050,10
D0815,P1287,21
D0815,P1628,21
D0815,P1776,5
D0815,P1782,21
D0815,P1860,28
D0816,P0007,18
D0816,P0276,22
D0816,P0297,9
D0816,P0302,5
D0816,P0337,14
D0816,P0430,30
D0816,P0508,7
D0816,P0768,7
D0816,P0989,21
D0816,P1001,5
D0816,P1014,28
D0816,P1057,17
D0816,P1174,10
D0816,P1227,11
D0816,P1255,27
D0816,P1257,16
D0816,P1400,5
D0816,P1405,6
D0816,P1789,29
D0817,P0166,29
D0817,P0318,24
D0817,P0371,27
D0817,P0488,16
D0817,P0588,3
D0817,P0713,4
D0817,P0743,12
D0817,P0799,22
D0817,P0926,3
D0817,P0988,6
D0817,P1009,3
D0817,P1015,19
D0817,P1363,15
D0817,P1365,26
D0817,P1415,21
D0817,P1656,19
D0817,P1940,7
D0818,P0175,15
D0818,P0292,29
D0818,P0296,8
D0818,P0371,18
D0818,P0465,27
D0818,P0495,6
D0818,P0603,19
D0818,P0630,9
D0818,P0713,28
D0818,P0854,8
D0818,P0858,22
D0818,P0911,5
D0818,P0916,23
D0818,P0989,16
D0818,P1013,9
D0818,P1050,30
D0818,P1108,16
D0818,P1220,26
D0818,P1255,8
D0818,P1320,21
D0818,P1335,28
D0818,P1468,22
D0818,P1489,16
D0818,P1522,13
D0818,P1530,21
D0818,P1589,10
D0818,P1741,13
D0818,P1839,5
D0819,P0056,17
D0819,P0097,25
D0819,P0166,21
D0819,P0360,6
D0819,P0409,3
D0819,P0821,10
D0819,P0880,12
D0819,P0881,20
D0819,P0983,30
D0819,P1046,22
D0819,P1048,21
D0819,P1180,12
D0819,P1359,20
D0819,P1477,12
D0819,P1773,12
D0820,P0277,19
D0820,P0708,24
D0820,P0714,23
D0820,P0736,7
D0820,P0856,9
D0820,P0915,10
D0820,P1009,28
D0820,P1019,16
D0820,P1112,14
D0820,P1139,16
D0820,P1158,6
D0820,P1243,8
D0820,P1245,28
D0820,P1530,19
D0820,P1687,19
D0820,P1794,15
D0821,P0658,27
D0821,P0720,12
D0821,P0914,7
D0821,P1398,3
D0821,P1679,14
D0821,P1716,26
D0821,P1827,16
D0822,P0024,5
D0822,P0310,7
D0822,P0339,27
D0822,P0403,20
D0822,P0449,30
D0822,P0639,30
D0822,P0683,22
D0822,P0910,21
D0822,P0960,9
D0822,P0992,28
D0822,P1116,13
D0822,P1203,30
D0822,P1282,25
D0822,P1607,7
D0822,P1734,21
D0822,P1747,29
D0822,P1852,22
D0823,P0179,16
D0823,P0374,13
D0823,P0608,13
D0823,P0610,29
D0823,P0624,18
D0823,P0716,21
D0823,P0804,4
D0823,P1020,4
D0823,P1053,12
D0823,P1054,24
D0823,P1080,27
D0823,P1252,4
D0823,P1253,15
D0823,P1286,13
D0823,P1517,12
D0823,P1534,6
D0823,P1607,29
D0823,P1823,17
D0824,P0067,7
D0824,P0086,24
D0824,P0141,23
D0824,P0253,15
D0824,P0514,8
D0824,P0599,18
D0824,P0656,4
D0824,P0668,22
D0824,P0697,6
D0824,P0746,24
D0824,P0753,3
D0824,P0821,23
D0824,P0822,20
D0824,P0837,8
D0824,P0854,7
D0824,P0856,29
D0824,P0983,16
D0824,P1009,14
D0824,P1021,3
D0824,P1133,24
D0824,P1262,17
D0824,P1290,15
D0824,P1295,30
D0824,P1365,9
D0824,P1406,28
D0824,P1416,23
D0824,P1445,7
D0824,P1463,22
D0824,P1480,16
D0824,P1488,3
D0824,P1521,9
D0824,P1528,10
D0824,P1607,7
D0824,P1694,29
D0824,P1728,24
D0824,P1729,11
D0824,P1749,24
D0824,P1868,7
D0825,P0013,24
D0825,P0076,23
D0825,P0082,27
D0825,P0083,4
D0825,P0451,27
D0825,P0484,4
D0825,P0569,13
D0825,P0871,6
D0825,P1142,11
D0825,P1199,8
D0825,P1235,8
D0825,P1453,4
D0825,P1459,10
D0825,P1558,4
D0825,P1764,6
D0825,P1879,15
D0825,P1913,30
D0825,P1931,6
D0826,P0211,27
D0826,P0259,21
D0826,P0305,23
D0826,P0500,11
D0826,P0703,20
D0826,P1490,17
D0826,P1574,14
D0826,P1672,21
